[Fecha 19/11/22 15:55:25] Cliente [252.127.0.0] [Inserción] [7|  ]
[Fecha 20/01/25 21:39:09] Cliente [127.0.0.1] [Inserción] [1|  ]
[Fecha 20/01/25 21:39:14] Cliente [127.0.0.1] [Inserción] [2|  ]
[Fecha 20/01/25 21:39:18] Cliente [127.0.0.1] [Inserción] [3|  ]
[Fecha 20/01/25 21:39:21] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/25 21:39:25] Cliente [127.0.0.1] [Borrado] [2|  ]
[Fecha 20/01/25 21:39:38] Cliente [127.0.0.1] [Lectura] [2|  ]
[Fecha 20/01/25 21:39:42] Cliente [127.0.0.1] [Lectura] [3|  ]
[Fecha 20/01/25 21:39:48] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/25 21:40:21] Cliente [127.0.0.1] [Lectura] [4|  ]
[Fecha 20/01/25 21:40:39] Cliente [127.0.0.1] [Borrado] [4|  ]
[Fecha 20/01/25 21:40:54] Cliente [127.0.0.1] [Lectura] [2|  ]
[Fecha 20/01/25 21:40:59] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/25 21:41:12] Cliente [127.0.0.1] [Lectura] [4|  ]
[Fecha 20/01/26 12:12:59] Cliente [127.0.0.1] [Lectura] [4|  ]
[Fecha 20/01/26 12:13:33] Cliente [127.0.0.1] [Inserción] [1|  ]
[Fecha 20/01/26 12:13:36] Cliente [127.0.0.1] [Inserción] [2|  ]
[Fecha 20/01/26 12:13:40] Cliente [127.0.0.1] [Inserción] [3|  ]
[Fecha 20/01/26 12:13:44] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/26 12:13:52] Cliente [127.0.0.1] [Lectura] [4|  ]
[Fecha 20/01/26 12:13:55] Cliente [127.0.0.1] [Lectura] [3|  ]
[Fecha 20/01/26 12:14:01] Cliente [127.0.0.1] [Lectura] [2|  ]
[Fecha 20/01/26 12:14:06] Cliente [127.0.0.1] [Borrado] [4|  ]
[Fecha 20/01/26 12:14:19] Cliente [127.0.0.1] [Lectura] [3|  ]
[Fecha 20/01/26 12:14:22] Cliente [127.0.0.1] [Lectura] [2|  ]
[Fecha 20/01/26 12:14:25] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/26 12:20:21] Cliente [254.127.0.0] [Inserción] [1|  ]
[Fecha 20/01/26 12:20:25] Cliente [254.127.0.0] [Inserción] [2|  ]
[Fecha 20/01/26 12:20:28] Cliente [254.127.0.0] [Inserción] [3|  ]
[Fecha 20/01/26 12:20:32] Cliente [254.127.0.0] [Inserción] [4|  ]
[Fecha 20/01/26 12:20:36] Cliente [254.127.0.0] [Borrado] [2|  ]
[Fecha 20/01/26 12:20:58] Cliente [254.127.0.0] [Lectura] [2|  ]
[Fecha 20/01/26 12:21:05] Cliente [254.127.0.0] [Lectura] [3|  ]
[Fecha 20/01/26 12:21:09] Cliente [254.127.0.0] [Inserción] [4|  ]
[Fecha 20/01/26 12:21:27] Cliente [254.127.0.0] [Lectura] [4|  ]
[Fecha 20/01/26 12:21:50] Cliente [254.127.0.0] [Borrado] [4|  ]
[Fecha 20/01/26 12:21:58] Cliente [254.127.0.0] [Lectura] [3|  ]
[Fecha 20/01/26 12:22:05] Cliente [254.127.0.0] [Lectura] [2|  ]
[Fecha 20/01/26 12:22:10] Cliente [254.127.0.0] [Inserción] [4|  ]
[Fecha 20/01/26 12:22:15] Cliente [254.127.0.0] [Borrado] [4|  ]
[Fecha 20/01/26 12:22:33] Cliente [254.127.0.0] [Inserción] [4|  ]
[Fecha 20/01/26 13:17:39] Cliente [254.127.0.0] [Inserción] [1|  ]
[Fecha 20/01/26 13:17:43] Cliente [254.127.0.0] [Inserción] [2|  ]
[Fecha 20/01/26 13:17:47] Cliente [254.127.0.0] [Inserción] [3|  ]
[Fecha 20/01/26 13:17:51] Cliente [254.127.0.0] [Inserción] [4|  ]
[Fecha 20/01/26 13:19:40] Cliente [127.0.0.1] [Lectura] [4|  ]
[Fecha 20/01/26 13:19:45] Cliente [127.0.0.1] [Lectura] [3|  ]
[Fecha 20/01/26 13:19:51] Cliente [127.0.0.1] [Lectura] [1|  ]
[Fecha 20/01/26 13:19:54] Cliente [127.0.0.1] [Lectura] [2|  ]
[Fecha 20/01/26 13:25:55] Cliente [127.0.0.1] [Lectura] [3|  ]
[Fecha 20/01/26 14:59:04] Cliente [127.0.0.1] [Inserción] [1|  ]
[Fecha 20/01/26 14:59:08] Cliente [127.0.0.1] [Inserción] [2|  ]
[Fecha 20/01/26 14:59:11] Cliente [127.0.0.1] [Inserción] [3|  ]
[Fecha 20/01/26 14:59:15] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/26 15:07:11] Cliente [0.0.0.0] [Inserción] [1|  ]
[Fecha 20/01/26 15:07:15] Cliente [0.0.0.0] [Inserción] [2|  ]
[Fecha 20/01/26 15:07:19] Cliente [0.0.0.0] [Inserción] [3|  ]
[Fecha 20/01/26 15:07:22] Cliente [0.0.0.0] [Inserción] [4|  ]
[Fecha 20/01/26 15:07:27] Cliente [0.0.0.0] [Borrado] [2|  ]
[Fecha 20/01/26 15:07:51] Cliente [0.0.0.0] [Lectura] [3|  ]
[Fecha 20/01/26 15:08:09] Cliente [0.0.0.0] [Lectura] [2|  ]
[Fecha 20/01/26 15:08:14] Cliente [0.0.0.0] [Lectura] [1|  ]
[Fecha 20/01/26 15:08:19] Cliente [0.0.0.0] [Lectura] [3|  ]
[Fecha 20/01/26 15:22:00] Cliente [0.0.0.0] [Inserción] [1|  ]
[Fecha 20/01/26 15:22:04] Cliente [0.0.0.0] [Inserción] [2|  ]
[Fecha 20/01/26 15:22:08] Cliente [0.0.0.0] [Inserción] [3|  ]
[Fecha 20/01/26 15:22:11] Cliente [0.0.0.0] [Inserción] [4|  ]
[Fecha 20/01/26 15:22:15] Cliente [0.0.0.0] [Borrado] [2|  ]
[Fecha 20/01/26 15:33:12] Cliente [127.0.0.1] [Inserción] [1|  ]
[Fecha 20/01/26 15:33:16] Cliente [127.0.0.1] [Inserción] [2|  ]
[Fecha 20/01/26 15:33:20] Cliente [127.0.0.1] [Inserción] [3|  ]
[Fecha 20/01/26 15:33:23] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/26 15:33:28] Cliente [127.0.0.1] [Borrado] [2|  ]
[Fecha 20/01/26 15:33:35] Cliente [127.0.0.1] [Lectura] [3|  ]
[Fecha 20/01/26 15:33:40] Cliente [127.0.0.1] [Lectura] [2|  ]
[Fecha 20/01/26 15:33:57] Cliente [127.0.0.1] [Lectura] [3|  ]
[Fecha 20/01/26 15:34:02] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/26 15:34:27] Cliente [127.0.0.1] [Lectura] [4|  ]
[Fecha 20/01/26 15:34:34] Cliente [127.0.0.1] [Borrado] [4|  ]
[Fecha 20/01/26 15:34:52] Cliente [127.0.0.1] [Lectura] [2|  ]
[Fecha 20/01/26 15:35:04] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/26 15:35:09] Cliente [127.0.0.1] [Borrado] [2|  ]
[Fecha 20/01/26 15:35:41] Cliente [127.0.0.1] [Lectura] [2|  ]
[Fecha 20/01/26 15:35:44] Cliente [127.0.0.1] [Lectura] [3|  ]
[Fecha 20/01/26 15:35:50] Cliente [127.0.0.1] [Busqueda] [0| 1]
[Fecha 20/01/26 15:37:02] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/26 15:37:06] Cliente [127.0.0.1] [Borrado] [4|  ]
[Fecha 20/01/26 15:37:14] Cliente [127.0.0.1] [Lectura] [3|  ]
[Fecha 20/01/26 15:37:18] Cliente [127.0.0.1] [Lectura] [2|  ]
[Fecha 20/01/26 15:37:24] Cliente [127.0.0.1] [Inserción] [4|  ]
[Fecha 20/01/26 15:37:33] Cliente [127.0.0.1] [Lectura] [4|  ]
[Fecha 20/01/26 15:37:37] Cliente [127.0.0.1] [Inserción] [5|  ]
[Fecha 20/01/26 15:37:48] Cliente [127.0.0.1] [Lectura] [5|  ]
[Fecha 20/01/26 15:37:54] Cliente [127.0.0.1] [Busqueda] [0| 2]
[Fecha 20/01/26 15:46:41] Cliente [0.0.0.0] [Busqueda] [0| Fido]
[Fecha 20/01/26 15:46:57] Cliente [0.0.0.0] [Busqueda] [0| tato]
[Fecha 20/01/26 15:49:14] Cliente [127.0.0.1] [Lectura] [999997|  ]
[Fecha 20/01/26 15:49:18] Cliente [127.0.0.1] [Busqueda] [0| edi]
[Fecha 20/01/26 15:50:31] Cliente [127.0.0.1] [Busqueda] [0| Edi]
[Fecha 20/01/26 15:55:21] Cliente [252.127.0.0] [Lectura] [999997|  ]
[Fecha 20/01/26 15:55:28] Cliente [252.127.0.0] [Busqueda] [0| Edi]
[Fecha 20/01/26 15:56:28] Cliente [252.127.0.0] [Lectura] [101959|  ]
[Fecha 20/01/26 15:56:32] Cliente [252.127.0.0] [Busqueda] [0| edi]
[Fecha 20/01/26 16:33:18] Cliente [127.0.0.1] [Lectura] [999997|  ]
[Fecha 20/01/26 16:34:17] Cliente [127.0.0.1] [Lectura] [999997|  ]
[Fecha 20/01/26 16:35:51] Cliente [0.0.0.0] [Lectura] [10000000|  ]
[Fecha 20/01/26 16:44:21] Cliente [255.127.0.0] [Lectura] [10000000|  ]
[Fecha 20/01/26 16:44:45] Cliente [255.127.0.0] [Lectura] [9997039|  ]
[Fecha 20/01/26 16:45:01] Cliente [255.127.0.0] [Lectura] [9997039|  ]
[Fecha 20/01/26 16:45:20] Cliente [255.127.0.0] [Lectura] [9997031|  ]
[Fecha 20/01/26 16:47:05] Cliente [255.127.0.0] [Lectura] [9999999|  ]
[Fecha 20/01/26 16:52:18] Cliente [253.127.0.0] [Lectura] [1|  ]
[Fecha 20/01/26 16:52:40] Cliente [253.127.0.0] [Lectura] [9999512|  ]
[Fecha 20/01/26 16:52:58] Cliente [253.127.0.0] [Lectura] [9999149|  ]
[Fecha 20/01/26 16:53:18] Cliente [253.127.0.0] [Lectura] [9999105|  ]
[Fecha 20/01/26 16:53:31] Cliente [253.127.0.0] [Lectura] [9998713|  ]
[Fecha 20/01/26 16:53:40] Cliente [253.127.0.0] [Lectura] [9998137|  ]
[Fecha 20/01/26 16:53:51] Cliente [253.127.0.0] [Lectura] [1|  ]
[Fecha 20/01/26 16:54:02] Cliente [253.127.0.0] [Busqueda] [0| bondi]
[Fecha 20/01/26 16:55:02] Cliente [253.127.0.0] [Lectura] [9999512|  ]
[Fecha 20/01/26 16:55:14] Cliente [253.127.0.0] [Lectura] [9999149|  ]
[Fecha 20/01/26 16:55:30] Cliente [253.127.0.0] [Lectura] [9999105|  ]
[Fecha 20/01/26 16:55:47] Cliente [253.127.0.0] [Lectura] [9998713|  ]
[Fecha 20/01/26 16:56:00] Cliente [253.127.0.0] [Lectura] [9998137|  ]
[Fecha 20/01/26 16:56:31] Cliente [253.127.0.0] [Lectura] [9998108|  ]
[Fecha 20/01/26 17:17:14] Cliente [255.127.0.0] [Lectura] [10000000|  ]
[Fecha 20/01/26 17:21:14] Cliente [127.0.0.1] [Borrado] [10000000|  ]
[Fecha 20/01/26 17:24:02] Cliente [127.0.0.1] [Lectura] [9999999|  ]
[Fecha 20/01/26 17:29:45] Cliente [252.127.0.0] [Lectura] [100|  ]
[Fecha 20/01/26 17:29:51] Cliente [252.127.0.0] [Lectura] [99|  ]
[Fecha 20/01/26 17:30:12] Cliente [252.127.0.0] [Lectura] [98|  ]
[Fecha 20/01/26 17:32:30] Cliente [0.0.0.0] [Lectura] [100|  ]
[Fecha 20/01/26 17:32:51] Cliente [0.0.0.0] [Lectura] [99|  ]
[Fecha 20/01/26 17:32:54] Cliente [0.0.0.0] [Lectura] [98|  ]
[Fecha 20/01/26 17:32:58] Cliente [0.0.0.0] [Lectura] [97|  ]
[Fecha 20/01/26 17:33:48] Cliente [0.0.0.0] [Lectura] [96|  ]
[Fecha 20/01/26 17:51:51] Cliente [0.0.0.0] [Lectura] [100|  ]
[Fecha 20/01/26 17:57:35] Cliente [0.0.0.0] [Lectura] [100|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [100|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
[Fecha 20/01/26 17:57:43] Cliente [0.0.0.0] [Lectura] [48|  ]
